s_no,key,num_equality_compares,cumulative_avg
6490,standing,4,5.09
6491,narrator,6,5.09
6492,stationed,12,5.09
6493,distance,2,5.09
6494,achieved,2,5.09
6495,assembles,8,5.09
6496,fountain,6,5.09
6497,formerly,12,5.09
6498,postinghouse,2,5.09
6499,fountain,6,5.09
6500,although,2,5.09
6501,condemned,8,5.09
6502,executed,2,5.09
6503,petitions,4,5.09
6504,presented,2,5.09
6505,petition,2,5.09
6506,presented,2,5.09
6507,possible,2,5.09
6508,interposed,8,5.09
6509,petition,2,5.09
6510,presented,2,5.09
6511,yourself,2,5.09
6512,excepted,4,5.09
6513,carriage,4,5.09
6514,petition,2,5.09
6515,kneeling,4,5.09
6516,wandering,4,5.09
6517,strikingly,6,5.09
6518,hungered,8,5.09
6519,somethingthat,12,5.09
6520,surrounded,2,5.09
6521,petitioner,2,5.09
6522,messieurs,2,5.09
6523,fountain,6,5.09
6524,countryman,2,5.09
6525,executed,2,5.09
6526,certainly,6,5.09
6527,executed,2,5.09
6528,monseigneur,4,5.09
6529,monseigneur,4,5.09
6530,tenantsserfswhat,6,5.09
6531,executed,2,5.09
6532,parricide,8,5.09
6533,fountain,6,5.09
6534,actually,12,5.09
6535,prisoner,2,5.09
6536,restless,2,5.09
6537,prisoner,2,5.09
6538,concourse,2,5.09
6539,attention,4,5.09
6540,prolonged,4,5.09
6541,nightfall,8,5.09
6542,breathed,12,5.09
6543,thirtyfive,4,5.09
6544,impatience,2,5.09
6545,fountain,6,5.09
6546,soldiers,8,5.09
6547,soldiers,8,5.09
6548,fountain,6,5.09
6549,poisoning,6,5.09
6550,somewhere,4,5.09
6551,assemble,6,5.09
6552,soldiers,8,5.09
6553,soldiers,8,5.09
6554,suggested,4,5.09
6555,creasing,6,5.09
6556,poisoning,2,5.09
6557,perspiration,0,5.09
6558,recalled,4,5.09
6559,spectacle,2,5.09
6560,frightful,10,5.09
6561,messieurs,2,5.09
6562,children,4,5.09
6563,prisonseemed,8,5.09
6564,messieurs,2,5.09
6565,quivered,10,5.09
6566,messieurs,2,5.09
6567,yesterday,4,5.09
6568,recounted,6,5.09
6569,faithfully,4,5.09
6570,willingly,2,5.09
6571,escorted,2,5.09
6572,returned,6,5.09
6573,together,4,5.09
6574,demanded,12,5.09
6575,registered,2,5.09
6576,registered,2,5.09
6577,destruction,8,5.09
6578,returned,6,5.09
6579,magnificent,4,5.09
6580,inquired,10,5.09
6581,returned,6,5.09
6582,extermination,0,5.09
6583,repeated,4,5.09
6584,rapturous,0,5.09
6585,magnificent,4,5.09
6586,embarrassment,4,5.09
6587,register,4,5.09
6588,ourselves,4,5.09
6589,decipher,8,5.09
6590,decipher,2,5.09
6591,returned,6,5.09
6592,undertook,12,5.09
6593,register,2,5.09
6594,syllable,4,5.09
6595,stitches,6,5.09
6596,poltroon,8,5.09
6597,existence,4,5.09
6598,register,2,5.09
6599,confidence,4,5.09
6600,approval,8,5.09
6601,hungered,2,5.09
6602,dangerous,4,5.09
6603,worldthe,4,5.09
6604,exclaimed,4,5.09
6605,nobility,4,5.09
6606,judiciously,6,5.09
6607,judiciously,2,5.09
6608,palletbed,2,5.09
6609,persuasion,4,5.09
6610,quarters,6,5.09
6611,defarges,8,5.09
6612,wineshop,6,5.09
6613,provincial,4,5.09
6614,mysterious,4,5.09
6615,constantly,10,5.09
6616,agreeable,10,5.09
6617,expressly,4,5.09
6618,unconscious,8,5.09
6619,particularly,8,5.09
6620,determined,8,5.09
6621,perceive,6,5.09
6622,connection,8,5.09
6623,anything,2,5.09
6624,whenever,6,5.09
6625,contended,6,5.09
6626,impossible,6,5.09
6627,brightly,4,5.09
6628,ornamented,8,5.09
6629,afterwards,4,5.09
6630,infallibly,6,5.09
6631,therefore,2,5.09
6632,enchanted,6,5.09
6633,accompany,8,5.09
6634,monsieur,4,5.09
6635,versailles,8,5.09
6636,additionally,4,5.09
6637,disconcerting,2,5.09
6638,knitting,6,5.09
6639,conveyance,12,5.09
6640,additionally,2,5.09
6641,disconcerting,2,5.09
6642,afternoon,8,5.09
6643,knitting,6,5.09
6644,carriage,4,5.09
6645,answered,6,5.09
6646,instance,4,5.09
6647,instance,4,5.09
6648,returned,6,5.09
6649,composedly,10,5.09
6650,mightily,4,5.09
6651,oppressive,4,5.09
6652,fortunate,8,5.09
6653,largefaced,10,5.09
6654,fairfaced,4,5.09
6655,attended,2,5.09
6656,glittering,6,5.09
6657,multitude,8,5.09
6658,laughing,8,5.09
6659,splendour,6,5.09
6660,elegantly,2,5.09
6661,spurning,4,5.09
6662,handsomely,4,5.09
6663,disdainful,6,5.09
6664,temporary,6,5.09
6665,intoxication,4,5.09
6666,everybody,4,5.09
6667,everything,6,5.09
6668,ubiquitous,4,5.09
6669,courtyards,8,5.09
6670,terraces,2,5.09
6671,fountains,8,5.09
6672,absolutely,6,5.09
6673,sentiment,2,5.09
6674,shouting,8,5.09
6675,sentimental,10,5.09
6676,throughout,6,5.09
6677,restrain,6,5.09
6678,devotion,6,5.09
6679,clapping,6,5.09
6680,mistrustful,4,5.09
6681,demonstrations,6,5.09
6682,insolent,6,5.09
6683,reflectively,4,5.09
6684,superciliously,6,5.09
6685,confirmation,0,5.09
6686,anything,2,5.09
6687,advantage,4,5.09
6688,feathers,10,5.09
6689,advantage,4,5.09
6690,feathers,2,5.09
6691,apparent,4,5.09
6692,knitting,6,5.09
6693,monsieur,4,5.09
6694,returned,6,5.09
6695,amicably,4,5.09
6696,darkness,10,5.09
6697,monsieur,4,5.09
6698,listened,6,5.09
6699,whispering,6,5.09
6700,listening,6,5.09
6701,fountain,6,5.09
6702,scarecrows,2,5.09
6703,fragments,6,5.09
6704,courtyard,4,5.09
6705,staircase,4,5.09
6706,expression,4,5.09
6707,villagehad,4,5.09
6708,existence,2,5.09
6709,dangling,10,5.09
6710,fountain,6,5.09
6711,henceforth,2,5.09
6712,bedchamber,14,5.09
6713,sculptured,2,5.09
6714,everybody,4,5.09
6715,recognised,6,5.09
6716,occasions,6,5.09
6717,peasants,6,5.09
6718,monsieur,4,5.09
6719,petrified,2,5.09
6720,fortunate,8,5.09
6721,dangling,2,5.09
6722,wellthousands,4,5.09
6723,province,8,5.09
6724,franceall,12,5.09
6725,itselflay,6,5.09
6726,concentrated,8,5.09
6727,hairbreadth,8,5.09
6728,greatnesses,10,5.09
6729,littlenesses,4,5.09
6730,twinkling,8,5.09
6731,knowledge,6,5.10
6732,composition,10,5.10
6733,sublimer,0,5.10
6734,intelligences,10,5.10
6735,responsible,8,5.10
6736,creature,2,5.10
6737,defarges,8,5.10
6738,lumbering,6,5.10
6739,starlight,4,5.10
6740,whereunto,6,5.10
6741,naturally,6,5.10
6742,stoppage,4,5.10
6743,guardhouse,6,5.10
6744,lanterns,4,5.10
6745,glancing,2,5.10
6746,examination,12,5.10
6747,monsieur,4,5.10
6748,alighted,6,5.10
6749,soldiery,14,5.10
6750,intimate,12,5.10
6751,affectionately,8,5.10
6752,embraced,0,5.10
6753,enfolded,10,5.10
6754,defarges,8,5.10
6755,alighted,2,5.10
6756,boundaries,6,5.10
6757,commissioned,12,5.10
6758,eyebrows,4,5.10
6759,business,2,5.10
6760,necessary,2,5.10
6761,register,2,5.10
6762,pronunciation,0,5.10
6763,accurately,6,5.10
6764,correctness,0,5.10
6765,repeated,4,5.10
6766,christian,8,5.10
6767,repeated,4,5.10
6768,murmuring,6,5.10
6769,appearance,8,5.10
6770,complexion,6,5.10
6771,generally,6,5.10
6772,handsome,6,5.10
6773,aquiline,4,5.10
6774,straight,4,5.10
6775,peculiar,6,5.10
6776,inclination,4,5.10
6777,expression,4,5.10
6778,therefore,2,5.10
6779,sinister,6,5.10
6780,portrait,8,5.10
6781,laughing,8,5.10
6782,registered,2,5.10
6783,tomorrow,6,5.10
6784,wineshop,6,5.10
6785,midnight,6,5.10
6786,immediately,4,5.10
6787,examined,6,5.10
6788,possible,2,5.10
6789,dismissed,4,5.10
6790,contents,4,5.10
6791,knotting,8,5.10
6792,handkerchief,4,5.10
6793,separate,6,5.10
6794,complacently,6,5.10
6795,admiring,2,5.10
6796,interfering,6,5.10
6797,condition,6,5.10
6798,business,2,5.10
6799,domestic,6,5.10
6800,surrounded,2,5.10
6801,neighbourhood,6,5.10
6802,illsmelling,0,5.10
6803,monsieur,4,5.10
6804,defarges,8,5.10
6805,olfactory,8,5.10
6806,delicate,6,5.10
6807,stronger,4,5.10
6808,compound,6,5.10
6809,smokedout,2,5.10
6810,fatigued,8,5.10
6811,acknowledged,6,5.10
6812,depressed,4,5.10
6813,accounts,14,5.10
6814,repeated,4,5.10
6815,repeated,4,5.10
6816,vengeance,2,5.10
6817,retribution,6,5.10
6818,lightning,2,5.10
6819,demanded,12,5.10
6820,composedly,10,5.10
6821,lightning,2,5.10
6822,thoughtfully,6,5.10
6823,something,2,5.10
6824,earthquake,8,5.10
6825,earthquake,2,5.10
6826,everything,6,5.10
6827,meantime,10,5.10
6828,preparing,2,5.10
6829,consolation,10,5.10
6830,flashing,10,5.10
6831,throttled,6,5.10
6832,extending,6,5.10
6833,emphasis,8,5.10
6834,although,2,5.10
6835,retreats,10,5.10
6836,advancing,6,5.10
6837,consider,8,5.10
6838,consider,8,5.10
6839,consider,8,5.10
6840,discontent,14,5.10
6841,jacquerie,6,5.10
6842,addresses,0,5.10
6843,certainty,10,5.10
6844,returned,6,5.10
6845,standing,4,5.10
6846,attentive,4,5.10
6847,catechist,4,5.10
6848,question,6,5.10
6849,possibleyou,6,5.10
6850,possiblethat,6,5.10
6851,demanded,12,5.11
6852,strangled,10,5.11
6853,complaining,2,5.11
6854,apologetic,0,5.10
6855,returned,6,5.11
6856,extended,6,5.11
6857,certainly,8,5.11
6858,aristocrat,10,5.11
6859,terrible,6,5.11
6860,reddening,12,5.11
6861,cowardice,10,5.11
6862,weakness,4,5.11
6863,sometimes,2,5.11
6864,opportunity,4,5.11
6865,yourself,2,5.11
6866,chainednot,6,5.11
6867,shownyet,8,5.11
6868,enforced,0,5.11
6869,conclusion,4,5.11
6870,striking,2,5.11
6871,gathering,2,5.11
6872,handkerchief,4,5.11
6873,observing,0,5.10
6874,noontide,2,5.10
6875,admirable,10,5.11
6876,wineshop,6,5.11
6877,knitting,6,5.11
6878,assiduously,6,5.11
6879,infraction,6,5.11
6880,preoccupied,2,5.11
6881,customers,8,5.11
6882,drinking,6,5.11
6883,drinking,6,5.11
6884,standing,4,5.11
6885,sprinkled,6,5.11
6886,extending,6,5.11
6887,inquisitive,4,5.11
6888,adventurous,6,5.11
6889,perquisitions,10,5.11
6890,glutinous,6,5.11
6891,impression,8,5.11
6892,promenading,10,5.11
6893,themselves,8,5.11
6894,elephants,4,5.11
6895,something,2,5.11
6896,consider,8,5.11
6897,heedless,8,5.11
6898,areperhaps,8,5.11
6899,entering,2,5.11
6900,knitting,6,5.11
6901,headdress,4,5.11
6902,customers,8,5.11
6903,gradually,8,5.11
6904,wineshop,6,5.11
6905,newcomer,4,5.11
6906,monsieur,4,5.11
6907,knitting,6,5.11
6908,generally,6,5.11
6909,handsome,6,5.11
6910,complexion,6,5.11
6911,aquiline,2,5.11
6912,straight,4,5.11
6913,peculiar,6,5.11
6914,inclination,4,5.11
6915,sinister,6,5.11
6916,expression,4,5.11
6917,goodness,6,5.11
6918,mouthful,2,5.11
6919,complied,10,5.11
6920,marvellous,4,5.11
6921,complemented,8,5.11
6922,antecedents,10,5.11
6923,flattered,2,5.11
6924,knitting,6,5.11
6925,opportunity,4,5.11
6926,observing,2,5.11
6927,accustomed,6,5.11
6928,decidedly,6,5.11
6929,coquetry,12,5.11
6930,remarkable,6,5.11
6931,decidedly,6,5.11
6932,headdress,2,5.11
6933,separately,10,5.11
6934,catching,2,5.11
6935,faltered,20,5.11
6936,pretence,2,5.11
6937,povertystricken,8,5.11
6938,purposeless,2,5.11
6939,accidental,4,5.11
6940,unimpeachable,10,5.11
6941,checking,4,5.11
6942,stranger,2,5.11
6943,children,4,5.11
6944,children,4,5.11
6945,business,2,5.11
6946,business,2,5.11
6947,unfortunate,4,5.11
6948,miserable,8,5.11
6949,oppressed,8,5.11
6950,retorted,4,5.11
6951,correcting,6,5.11
6952,knitting,6,5.11
6953,something,2,5.11
6954,certainly,8,5.11
6955,naturally,6,5.11
6956,returned,6,5.11
6957,wineshop,6,5.11
6958,thinking,8,5.11
6959,embarrassing,2,5.11
6960,concerning,6,5.11
6961,sinister,6,5.11
6962,gossiping,18,5.11
6963,gallantry,4,5.11
6964,defarges,8,5.11
6965,occasionally,6,5.11
6966,business,2,5.11
6967,gaspards,10,5.11
6968,execution,6,5.11
6969,compassion,8,5.12
6970,returned,6,5.12
6971,purposes,2,5.12
6972,beforehand,2,5.11
6973,dropping,16,5.12
6974,confidence,4,5.12
6975,expressing,8,5.12
6976,revolutionary,4,5.12
6977,susceptibility,2,5.12
6978,compassion,8,5.12
6979,neighbourhood,6,5.12
6980,touching,6,5.12
6981,ourselves,4,5.12
6982,vacantly,8,5.12
6983,wineshop,6,5.12
6984,touching,6,5.12
6985,engaging,14,5.12
6986,repeated,4,5.12
6987,confidence,4,5.12
6988,yourself,4,5.12
6989,monsieur,4,5.12
6990,returned,6,5.12
6991,wineshop,6,5.12
6992,discomfited,4,5.12
6993,answered,6,5.12
6994,pleasure,4,5.12
6995,chatting,4,5.12
6996,wondermuch,2,5.12
6997,sympathy,14,5.12
6998,touching,6,5.12
6999,greatest,12,5.12
7000,satisfaction,4,5.12
7001,business,2,5.12
7002,unconscious,8,5.12
7003,attitude,6,5.12
7004,knitting,6,5.12
7005,observed,4,5.12
7006,profoundly,6,5.12
7007,interested,2,5.12
7008,miserable,8,5.12
7009,inhabitants,6,5.12
7010,muttered,6,5.12
7011,pleasure,4,5.12
7012,conversing,4,5.12
7013,monsieur,4,5.12
7014,cherishing,4,5.12
7015,interesting,6,5.12
7016,associations,8,5.12
7017,indifference,8,5.12
7018,released,10,5.12
7019,domestic,6,5.12
7020,delivered,2,5.12
7021,informed,10,5.12
7022,circumstances,4,5.12
7023,certainly,8,5.12
7024,conveyed,4,5.12
7025,accidental,4,5.12
7026,daughter,4,5.12
7027,daughter,4,5.12
7028,accompanied,0,5.12
7029,monsieur,4,5.12
7030,calledin,2,5.12
7031,wiglorryof,8,5.12
7032,companyover,8,5.12
7033,repeated,4,5.12
7034,interesting,2,5.12
7035,remembrances,4,5.12
7036,daughter,4,5.12
7037,received,2,5.12
7038,gradually,8,5.12
7039,correspondence,6,5.12
7040,perfectly,4,5.12
7041,perceive,6,5.12
7042,returned,8,5.12
7043,identification,6,5.12
7044,compliment,4,5.12
7045,englishman,2,5.12
7046,speaking,4,5.12
7047,monsieur,4,5.12
7048,daulnais,10,5.12
7049,steadily,10,5.12
7050,intelligence,12,5.12
7051,palpable,6,5.12
7052,striking,2,5.12
7053,lighting,2,5.12
7054,troubled,8,5.12
7055,trustworthy,8,5.12
7056,whatever,14,5.12
7057,customers,8,5.12
7058,occasion,8,5.12
7059,departed,4,5.12
7060,pleasure,4,5.12
7061,monsieur,4,5.12
7062,presence,4,5.12
7063,remained,6,5.12
7064,maamselle,4,5.12
7065,returned,8,5.12
7066,eyebrows,4,5.12
7067,probably,4,5.12
7068,repeated,4,5.12
7069,triumphi,2,5.12
7070,husbands,2,5.12
7071,composure,4,5.12
7072,strangenow,12,5.12
7073,strangesaid,12,5.12
7074,pleading,4,5.12
7075,sympathy,14,5.12
7076,monsieur,4,5.12
7077,husbands,2,5.12
7078,proscribed,0,5.12
7079,infernal,6,5.12
7080,stranger,2,5.12
7081,answered,6,5.12
7082,certainty,10,5.12
7083,knitting,6,5.12
7084,presently,6,5.12
7085,handkerchief,4,5.12
7086,instinctive,12,5.12
7087,objectionable,6,5.13
7088,decoration,2,5.12
7089,disappearance,8,5.12
7090,afterwards,4,5.12
7091,wineshop,6,5.12
7092,recovered,4,5.12
7093,habitual,4,5.12
7094,doorsteps,4,5.12
7095,windowledges,4,5.12
7096,accustomed,6,5.12
7097,missionarythere,8,5.12
7098,worthless,2,5.12
7099,mechanical,2,5.12
7100,mechanical,2,5.12
7101,substitute,8,5.12
7102,drinking,6,5.12
7103,digestive,14,5.13
7104,apparatus,8,5.13
7105,stomachs,6,5.13
7106,faminepinched,12,5.13
7107,thoughts,4,5.13
7108,admiration,10,5.13
7109,frightfully,10,5.13
7110,darkness,10,5.13
7111,military,20,5.13
7112,courtyard,4,5.13
7113,knitting,6,5.13
7114,knitting,6,5.13
7115,darkness,10,5.13
7116,encompassed,8,5.13
7117,darkness,10,5.13
7118,pleasantly,6,5.13
7119,thundering,14,5.13
7120,military,20,5.14
7121,wretched,4,5.14
7122,knitting,6,5.14
7123,knitting,6,5.14
7124,structure,6,5.14
7125,knitting,6,5.14
7126,knitting,6,5.14
7127,counting,2,5.14
7128,dropping,2,5.14
7129,brighter,18,5.14
7130,memorable,4,5.14
7131,daughter,4,5.14
7132,planetree,4,5.14
7133,together,4,5.14
7134,radiance,4,5.14
7135,tomorrow,6,5.14
7136,reserved,16,5.14
7137,planetree,4,5.14
7138,employed,8,5.14
7139,blessedmy,0,5.14
7140,charless,8,5.14
7141,consecrated,4,5.14
7142,marriage,4,5.14
7143,arranged,4,5.14
7144,selfreproachful,4,5.14
7145,moonlight,12,5.14
7146,moonlight,2,5.14
7147,affections,4,5.14
7148,interpose,2,5.14
7149,answered,6,5.14
7150,cheerful,8,5.14
7151,firmness,4,5.14
7152,conviction,6,5.14
7153,scarcely,12,5.14
7154,tenderly,2,5.14
7155,brighter,18,5.14
7156,marriage,4,5.14
7157,waswithout,10,5.14
7158,consider,8,5.14
7159,appreciate,14,5.14
7160,repeated,4,5.14
7161,childshould,10,5.14
7162,thingsfor,12,5.14
7163,unselfishness,8,5.14
7164,entirely,6,5.14
7165,comprehend,8,5.14
7166,yourself,6,5.14
7167,happiness,8,5.15
7168,incomplete,8,5.15
7169,unconscious,8,5.15
7170,admission,10,5.15
7171,suffering,4,5.15
7172,sensation,4,5.15
7173,remembered,4,5.15
7174,afterwards,4,5.15
7175,beauvais,8,5.15
7176,prisonwindow,6,5.15
7177,prisonwalls,8,5.15
7178,lethargic,12,5.15
7179,horizontal,2,5.15
7180,perpendicular,2,5.15
7181,intersect,14,5.15
7182,pondering,8,5.15
7183,remember,4,5.15
7184,twentieth,8,5.15
7185,difficult,8,5.15
7186,deepened,2,5.15
7187,reference,8,5.15
7188,contrast,4,5.15
7189,cheerfulness,8,5.15
7190,felicity,14,5.15
7191,endurance,6,5.15
7192,speculating,10,5.15
7193,thousands,4,5.15
7194,imprisonment,10,5.15
7195,vengeance,2,5.15
7196,unbearable,12,5.15
7197,possibility,2,5.15
7198,disappeared,8,5.15
7199,daughter,4,5.15
7200,pictured,6,5.15
7201,daughter,4,5.15
7202,perfectly,6,5.15
7203,forgetful,6,5.15
7204,altogether,6,5.15
7205,ignorant,10,5.15
7206,unconscious,8,5.15
7207,altogether,6,5.15
7208,perished,12,5.15
7209,remembrance,12,5.16
7210,generation,6,5.16
7211,thoughts,4,5.16
7212,daughter,4,5.16
7213,consolation,14,5.16
7214,restoration,2,5.16
7215,remembrances,2,5.16
7216,nightwhat,10,5.16
7217,moonlight,2,5.16
7218,different,10,5.16
7219,affected,10,5.16
7220,something,2,5.16
7221,sorrowful,4,5.16
7222,foundations,8,5.16
7223,imagined,6,5.16
7224,fortress,4,5.16
7225,moonlight,2,5.16
7226,understand,4,5.16
7227,speaking,4,5.16
7228,thetheimage,12,5.16
7229,disturbed,2,5.16
7230,appearance,8,5.16
7231,likeness,8,5.16
7232,solitary,4,5.16
7233,prisoner,2,5.16
7234,understand,4,5.16
7235,perplexed,8,5.16
7236,distinctions,0,5.16
7237,collected,4,5.16
7238,anatomise,10,5.16
7239,condition,6,5.16
7240,peaceful,16,5.16
7241,imagined,6,5.16
7242,moonlight,2,5.16
7243,remembrance,12,5.16
7244,cheerful,8,5.16
7245,pervaded,2,5.16
7246,children,4,5.16
7247,beauvais,8,5.16
7248,frowning,8,5.16
7249,whispers,8,5.16
7250,imagined,6,5.16
7251,fervently,10,5.16
7252,tomorrow,6,5.16
7253,troubles,2,5.16
7254,thanking,4,5.16
7255,happiness,8,5.16
7256,thoughts,4,5.16
7257,happiness,8,5.16
7258,embraced,2,5.16
7259,solemnly,6,5.16
7260,commended,12,5.16
7261,bestowed,8,5.16
7262,byandbye,4,5.16
7263,marriage,4,5.16
7264,bridesmaid,6,5.16
7265,marriage,4,5.16
7266,residence,2,5.16
7267,themselves,8,5.16
7268,formerly,2,5.16
7269,belonging,6,5.16
7270,apocryphal,2,5.16
7271,invisible,2,5.16
7272,cheerful,8,5.16
7273,regretted,2,5.16
7274,disposed,10,5.16
7275,affectionately,2,5.16
7276,separated,12,5.16
7277,stillness,4,5.16
7278,downstairs,6,5.16
7279,unshaped,0,5.16
7280,beforehand,2,5.16
7281,picturesque,8,5.16
7282,untroubled,6,5.16
7283,coverlet,8,5.16
7284,needless,10,5.16
7285,distance,2,5.16
7286,handsome,6,5.16
7287,captivity,6,5.16
7288,determination,4,5.16
7289,remarkable,6,5.16
7290,resolute,10,5.16
7291,struggle,6,5.16
7292,assailant,4,5.16
7293,dominions,6,5.16
7294,deserved,8,5.16
7295,withdrew,6,5.16
7296,planetree,4,5.16
7297,marriageday,8,5.16
7298,brightly,4,5.16
7299,speaking,4,5.16
7300,beautiful,2,5.16
7301,reconcilement,6,5.16
7302,inevitable,10,5.16
7303,absolute,6,5.16
7304,lingering,4,5.16
7305,consideration,4,5.16
7306,bridegroom,10,5.16
7307,sufficiently,6,5.16
7308,obligation,14,5.17
7309,conferring,2,5.17
7310,remarked,2,5.16
7311,matteroffact,6,5.16
7312,therefore,2,5.16
7313,nonsense,8,5.16
7314,pleasant,2,5.16
7315,occasion,8,5.16
7316,anybodys,8,5.16
7317,collection,14,5.17
7318,gratified,6,5.17
7319,intention,10,5.17
7320,rendering,6,5.17
7321,trifling,0,5.17
7322,articles,2,5.17
7323,remembrance,12,5.17
7324,invisible,2,5.17
7325,occasion,8,5.17
7326,speculate,4,5.17
7327,gentleman,4,5.17
7328,rejoined,8,5.17
7329,bachelor,6,5.17
7330,observed,4,5.17
7331,beamingly,0,5.17
7332,adjusting,2,5.17
7333,probable,4,5.17
7334,bachelor,6,5.17
7335,unhandsomely,16,5.17
7336,selection,6,5.17
7337,soothingly,6,5.17
7338,business,2,5.17
7339,opportunity,4,5.17
7340,something,2,5.17
7341,conceivable,4,5.17
7342,fortnight,0,5.17
7343,warwickshire,6,5.17
7344,thereabouts,6,5.17
7345,tellsons,4,5.17
7346,comparatively,2,5.17
7347,speaking,4,5.16
7348,fortnights,6,5.17
7349,fortnights,2,5.16
7350,happiest,10,5.17
7351,somebodys,6,5.17
7352,oldfashioned,8,5.17
7353,bachelor,6,5.17
7354,blessing,4,5.17
7355,somebody,8,5.17
7356,wellremembered,2,5.17
7357,expression,4,5.17
7358,forehead,10,5.17
7359,tenderness,2,5.17
7360,delicacy,16,5.17
7361,oldfashioned,8,5.17
7362,palewhich,6,5.17
7363,togetherthat,8,5.17
7364,composure,4,5.17
7365,unaltered,14,5.17
7366,disclosed,6,5.17
7367,indication,8,5.17
7368,avoidance,8,5.17
7369,daughter,4,5.17
7370,downstairs,6,5.17
7371,followed,2,5.17
7372,carriage,6,5.17
7373,neighbouring,6,5.17
7374,glancing,2,5.17
7375,diamonds,2,5.17
7376,sparkling,6,5.17
7377,released,10,5.17
7378,obscurity,8,5.17
7379,returned,8,5.17
7380,breakfast,4,5.17
7381,shoemakers,8,5.17
7382,sunlight,6,5.17
7383,threshold,2,5.17
7384,disengaging,4,5.17
7385,enfolding,4,5.17
7386,agitated,6,5.17
7387,preparations,4,5.17
7388,observed,4,5.17
7389,uplifted,4,5.17
7390,poisoned,8,5.17
7391,naturally,6,5.17
7392,repressed,4,5.17
7393,revulsion,6,5.17
7394,expected,14,5.17
7395,occasion,8,5.17
7396,repression,2,5.17
7397,troubled,10,5.17
7398,clasping,6,5.17
7399,drearily,10,5.17
7400,wandering,6,5.17
7401,upstairs,4,5.17
7402,reminded,2,5.17
7403,wineshop,6,5.17
7404,starlight,2,5.17
7405,whispered,6,5.17
7406,consideration,4,5.17
7407,tellsons,4,5.17
7408,presently,6,5.17
7409,tellsons,4,5.17
7410,tellsons,4,5.17
7411,detained,2,5.17
7412,ascended,6,5.17
7413,staircase,4,5.17
7414,question,8,5.17
7415,knocking,2,5.17
7416,terrified,6,5.17
7417,wringing,6,5.17
7418,ladybird,4,5.17
7419,shoemaker,6,5.17
7420,momenthalf,8,5.17
7421,inquiringly,6,5.17
7422,waistcoat,6,5.17
7423,impatientlyas,4,5.17
7424,interrupted,4,5.17
7425,observed,4,5.17
7426,muttered,8,5.17
7427,finished,10,5.17
7428,mechanically,0,5.17
7429,submissive,10,5.17
7430,occupation,12,5.17
7431,requested,4,5.17
7432,persuasion,2,5.17
7433,echoless,6,5.17
7434,discover,6,5.17
7435,sometimes,2,5.17
7436,furtively,8,5.17
7437,expression,4,5.17
7438,curiosity,4,5.17
7439,perplexityas,2,5.17
7440,reconcile,4,5.17
7441,impressed,4,5.17
7442,themselves,8,5.17
7443,important,6,5.17
7444,conjunction,4,5.17
7445,immediate,4,5.17
7446,precaution,6,5.17
7447,required,8,5.17
7448,complete,2,5.17
7449,deception,8,5.17
7450,practised,6,5.17
7451,daughter,4,5.17
7452,describing,10,5.17
7453,professionally,12,5.17
7454,referring,4,5.17
7455,imaginary,6,5.17
7456,represented,6,5.17
7457,addressed,8,5.17
7458,measures,6,5.17
7459,advisable,0,5.17
7460,recovery,2,5.17
7461,rendered,8,5.17
7462,practicable,12,5.17
7463,resolved,6,5.17
7464,attentively,6,5.17
7465,appearance,8,5.18
7466,possible,2,5.17
7467,therefore,2,5.17
7468,arrangements,6,5.17
7469,tellsons,4,5.17
7470,discovering,2,5.17
7471,abandoned,4,5.17
7472,resolved,6,5.17
7473,delusion,8,5.17
7474,remained,6,5.17
7475,therefore,2,5.17
7476,expressing,2,5.17
7477,pleasant,2,5.17
7478,seeworked,8,5.17
7479,repeated,6,5.17
7480,sagacity,6,5.17
7481,business,2,5.17
7482,perceived,16,5.17
7483,advantage,6,5.17
7484,determined,2,5.17
7485,observed,4,5.17
7486,intervals,8,5.17
7487,adjoining,12,5.18
7488,straight,4,5.18
7489,cheerfully,8,5.18
7490,familiar,4,5.18
7491,returned,8,5.18
7492,confusedly,4,5.18
7493,encouraged,6,5.18
7494,precisely,12,5.18
7495,demonstrative,8,5.18
7496,accompaniment,6,5.18
7497,lightened,4,5.18
7498,friendly,8,5.18
7499,appeared,8,5.18
7500,perception,2,5.18
7501,inconsistencies,6,5.18
7502,surrounding,4,5.18
7503,repeated,6,5.18
7504,remaining,16,5.18
7505,returned,8,5.18
7506,meanwhile,6,5.18
7507,planetree,4,5.18
7508,darkened,8,5.18
7509,darkening,6,5.18
7510,unconscious,8,5.18
7511,shoemaker,6,5.18
7512,dreadfully,2,5.18
7513,watching,6,5.18
7514,suspense,6,5.18
7515,startled,6,5.18
7516,overtaken,20,5.18
7517,perceived,2,5.18
7518,shoemakers,8,5.18
7519,distinctly,6,5.18
7520,studious,12,5.18
7521,attentive,4,5.18
7522,satisfied,4,5.18
7523,uncertain,18,5.18
7524,shoemaking,8,5.18
7525,disturbed,2,5.18
7526,accustomed,6,5.18
7527,clothing,4,5.18
7528,employed,8,5.18
7529,impression,8,5.19
7530,actually,2,5.18
7531,happened,10,5.19
7532,confusion,2,5.18
7533,astonishment,6,5.19
7534,impression,8,5.19
7535,produced,10,5.19
7536,corresponding,2,5.19
7537,sufficient,6,5.19
7538,manettes,8,5.19
7539,consultingroom,4,5.19
7540,debating,4,5.19
7541,whispering,6,5.19
7542,particle,6,5.19
